Symbol,Name,Sector,industry
SOHOB,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHOM,Sotherly Hotels LP,Consumer Services,Hotels/Resorts
SONC,Sonic Corp.,Consumer Services,Restaurants
SP,SP Plus Corporation,Consumer Services,Rental/Leasing Companies
SPLS,"Staples, Inc.",Consumer Services,Other Specialty Stores
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores
SRSC,Sears Canada Inc. ,Consumer Services,Department/Specialty Retail Stores
STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling
STKS,"The ONE Group Hospitality, Inc.",Consumer Services,Restaurants
STRA,"Strayer Education, Inc.",Consumer Services,Other Consumer Services
STRS,"Stratus Properties, Inc.",Consumer Services,Homebuilding
TACO,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants
TACOW,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants
TAST,"Carrols Restaurant Group, Inc.",Consumer Services,Restaurants
TEDU,"Tarena International, Inc.",Consumer Services,Other Consumer Services
TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores
TOUR,Tuniu Corporation,Consumer Services,Transportation Services
TRNC,"tronc, Inc.",Consumer Services,Newspapers/Magazines
TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials
TST,"TheStreet, Inc.",Consumer Services,Newspapers/Magazines
TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical
TTS,"Tile Shop Hldgs, Inc.",Consumer Services,Home Furnishings
TUES,Tuesday Morning Corp.,Consumer Services,Department/Specialty Retail Stores
TWMC,Trans World Entertainment Corp.,Consumer Services,Consumer Electronics/Video Chains
TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants
UHAL,Amerco,Consumer Services,Rental/Leasing Companies
ULTA,"Ulta Beauty, Inc.",Consumer Services,Other Specialty Stores
UNIT,Uniti Group Inc.,Consumer Services,Real Estate Investment Trusts
URBN,"Urban Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
VDTH,Videocon d2h Limited,Consumer Services,Television Services
VIA,Viacom Inc.,Consumer Services,Television Services
VIAB,Viacom Inc.,Consumer Services,Television Services
VLGEA,"Village Super Market, Inc.",Consumer Services,Food Chains
VRTB,"Vestin Realty Mortgage II, Inc.",Consumer Services,Real Estate Investment Trusts
VSEC,VSE Corporation,Consumer Services,Military/Government/Technical
WCST,"Wecast Network, Inc.",Consumer Services,Television Services
WEN,Wendy&#39;s Company (The),Consumer Services,Restaurants
WFM,"Whole Foods Market, Inc.",Consumer Services,Food Chains
WHLM,"Wilhelmina International, Inc.",Consumer Services,Professional Services
WHLR,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRW,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WIFI,"Boingo Wireless, Inc.",Consumer Services,Telecommunications Equipment
WINA,Winmark Corporation,Consumer Services,Other Specialty Stores
WING,Wingstop Inc.,Consumer Services,Restaurants
WLDN,"Willdan Group, Inc.",Consumer Services,Military/Government/Technical
WPCS,WPCS International Incorporated,Consumer Services,Telecommunications Equipment
WYNN,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts
YTRA,"Yatra Online, Inc.",Consumer Services,Transportation Services
ZAGG,ZAGG Inc,Consumer Services,Other Specialty Stores
ZUMZ,Zumiez Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
AETI,"American Electric Technologies, Inc.",Energy,Industrial Machinery/Components
AHGP,"Alliance Holdings GP, L.P.",Energy,Coal Mining
AREX,Approach Resources Inc.,Energy,Oil & Gas Production
ARLP,"Alliance Resource Partners, L.P.",Energy,Coal Mining
AXAS,Abraxas Petroleum Corporation,Energy,Oil & Gas Production
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution
BLDP,"Ballard Power Systems, Inc.",Energy,Industrial Machinery/Components
CCLP,CSI Compressco LP,Energy,Oilfield Services/Equipment
CDEV,"Centennial Resource Development, Inc.",Energy,Oil & Gas Production
CDEVW,"Centennial Resource Development, Inc.",Energy,Oil & Gas Production
CLMT,"Calumet Specialty Products Partners, L.P.",Energy,Integrated oil Companies
CPST,Capstone Turbine Corporation,Energy,Industrial Machinery/Components
CRZO,"Carrizo Oil & Gas, Inc.",Energy,Oil & Gas Production
DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas Production
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Production
ESES,"Eco-Stim Energy Solutions, Inc.",Energy,Oilfield Services/Equipment
EVEP,"EV Energy Partners, L.P.",Energy,Oil & Gas Production
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas Production
HNRG,Hallador Energy Company,Energy,Coal Mining
HOLI,"Hollysys Automation Technologies, Ltd.",Energy,Industrial Machinery/Components
IPWR,Ideal Power Inc.,Energy,Industrial Machinery/Components
ISRL,"Isramco, Inc.",Energy,Oil & Gas Production
KLRE,KLR Energy Acquisition Corp.,Energy,Oil & Gas Production
KLREU,KLR Energy Acquisition Corp.,Energy,Oil & Gas Production
KLREW,KLR Energy Acquisition Corp.,Energy,Oil & Gas Production
LGCY,Legacy Reserves LP,Energy,Oil & Gas Production
LGCYO,Legacy Reserves LP,Energy,Oil & Gas Production
LGCYP,Legacy Reserves LP,Energy,Oil & Gas Production
LONE,Lonestar Resources US Inc.,Energy,Oil & Gas Production
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Production
MCEP,"Mid-Con Energy Partners, LP",Energy,Oil & Gas Production
MEMP,Memorial Production Partners LP,Energy,Oil & Gas Production
METC,"Ramaco Resources, Inc.",Energy,Coal Mining
MGEE,MGE Energy Inc.,Energy,Electric Utilities: Central
MMLP,Martin Midstream Partners L.P.,Energy,Oil Refining/Marketing
ORIG,Ocean Rig UDW Inc.,Energy,Oil & Gas Production
PDCE,"PDC Energy, Inc.",Energy,Oil & Gas Production
PFIE,"Profire Energy, Inc.",Energy,Metal Fabrications
PLUG,"Plug Power, Inc.",Energy,Industrial Machinery/Components
PNRG,PrimeEnergy Corporation,Energy,Oil & Gas Production
PSIX,"Power Solutions International, Inc.",Energy,Industrial Machinery/Components
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Production
PVAC,Penn Virginia Corporation,Energy,Oil & Gas Production
RCON,"Recon Technology, Ltd.",Energy,Oilfield Services/Equipment
REXX,Rex Energy Corporation,Energy,Oil & Gas Production
SAEX,"SAExploration Holdings, Inc.",Energy,Oil & Gas Production
SEV,"Sevcon, Inc.",Energy,Industrial Machinery/Components
SNDE,Sundance Energy Australia Limited,Energy,Oil & Gas Production
TELL,Tellurian Inc.,Energy,Oil & Gas Production
TESO,Tesco Corporation,Energy,Metal Fabrications
TGA,Transglobe Energy Corp,Energy,Oil & Gas Production
TPIC,"TPI Composites, Inc.",Energy,Industrial Machinery/Components
TRCH,"Torchlight Energy Resources, Inc.",Energy,Oil & Gas Production
TUSK,"Mammoth Energy Services, Inc.",Energy,Oilfield Services/Equipment
USEG,U.S. Energy Corp.,Energy,Oil & Gas Production
VNOM,Viper Energy Partners LP,Energy,Oil & Gas Production
VTNR,"Vertex Energy, Inc",Energy,Integrated oil Companies
WLB,Westmoreland Coal Company,Energy,Coal Mining
WPRT,Westport Fuel Systems Inc,Energy,Industrial Machinery/Components
WWD,"Woodward, Inc.",Energy,Industrial Machinery/Components
XOG,"Extraction Oil & Gas, Inc.",Energy,Oil & Gas Production
ZN,Zion Oil & Gas Inc,Energy,Oil & Gas Production
ZNWAA,Zion Oil & Gas Inc,Energy,Oil & Gas Production
AAME,Atlantic American Corporation,Finance,Life Insurance
ABCB,Ameris Bancorp,Finance,Major Banks
ABIL,Ability Inc.,Finance,Business Services
ABTX,"Allegiance Bancshares, Inc.",Finance,Major Banks
ACBI,"Atlantic Capital Bancshares, Inc.",Finance,Major Banks
ACFC,Atlantic Coast Financial Corporation,Finance,Savings Institutions
ACGL,Arch Capital Group Ltd.,Finance,Property-Casualty Insurers
ACGLP,Arch Capital Group Ltd.,Finance,Property-Casualty Insurers
ACNB,ACNB Corporation,Finance,Major Banks
AFH,"Atlas Financial Holdings, Inc.",Finance,Property-Casualty Insurers
AFSI,"AmTrust Financial Services, Inc.",Finance,Property-Casualty Insurers
AGFS,"AgroFresh Solutions, Inc.",Finance,Business Services
AGFSW,"AgroFresh Solutions, Inc.",Finance,Business Services
AGII,"Argo Group International Holdings, Ltd.",Finance,Specialty Insurers
AGIIL,"Argo Group International Holdings, Ltd.",Finance,Specialty Insurers
AHPA,Avista Healthcare Public Acquisition Corp.,Finance,Business Services
AHPAU,Avista Healthcare Public Acquisition Corp.,Finance,Business Services
AHPAW,Avista Healthcare Public Acquisition Corp.,Finance,Business Services
AMBC,"Ambac Financial Group, Inc.",Finance,Property-Casualty Insurers
AMBCW,"Ambac Financial Group, Inc.",Finance,Property-Casualty Insurers
AMNB,"American National Bankshares, Inc.",Finance,Major Banks
AMRB,American River Bankshares,Finance,Major Banks
AMSF,"AMERISAFE, Inc.",Finance,Property-Casualty Insurers
AMTD,TD Ameritrade Holding Corporation,Finance,Investment Bankers/Brokers/Service
ANAT,American National Insurance Company,Finance,Life Insurance
ANCB,Anchor Bancorp,Finance,Banks
ANCX,Access National Corporation,Finance,Savings Institutions
ANDA,Andina Acquisition Corp. II,Finance,Business Services
ANDAR,Andina Acquisition Corp. II,Finance,Business Services
ANDAU,Andina Acquisition Corp. II,Finance,Business Services
ANDAW,Andina Acquisition Corp. II,Finance,Business Services
AROW,Arrow Financial Corporation,Finance,Major Banks
ASBB,"ASB Bancorp, Inc.",Finance,Savings Institutions
ASFI,"Asta Funding, Inc.",Finance,Finance Companies
ASRV,AmeriServ Financial Inc.,Finance,Major Banks
ASRVP,AmeriServ Financial Inc.,Finance,Major Banks
ATAX,"America First Multifamily Investors, L.P.",Finance,Finance: Consumer Services
ATLC,Atlanticus Holdings Corporation,Finance,Finance: Consumer Services
ATLO,Ames National Corporation,Finance,Major Banks
AUBN,"Auburn National Bancorporation, Inc.",Finance,Major Banks
AXAR,Axar Acquisition Corp.,Finance,Business Services
AXARU,Axar Acquisition Corp.,Finance,Business Services
AXARW,Axar Acquisition Corp.,Finance,Business Services
BANF,BancFirst Corporation,Finance,Major Banks
BANFP,BancFirst Corporation,Finance,Major Banks
BANR,Banner Corporation,Finance,Major Banks
BCBP,"BCB Bancorp, Inc. (NJ)",Finance,Savings Institutions
BCTF,"Bancorp 34, Inc.",Finance,Savings Institutions
BDGE,"Bridge Bancorp, Inc.",Finance,Major Banks
BFIN,BankFinancial Corporation,Finance,Savings Institutions
BGCP,"BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service
BHAC,Barington/Hilco Acquisition Corp.,Finance,Business Services
BHACR,Barington/Hilco Acquisition Corp.,Finance,Business Services
BHACU,Barington/Hilco Acquisition Corp.,Finance,Business Services
BHACW,Barington/Hilco Acquisition Corp.,Finance,Business Services
BHBK,"Blue Hills Bancorp, Inc.",Finance,Major Banks
BKMU,Bank Mutual Corporation,Finance,Savings Institutions
BKSC,Bank of South Carolina Corp.,Finance,Major Banks
BLMT,"BSB Bancorp, Inc.",Finance,Major Banks
BLVD,Boulevard Acquisition Corp. II,Finance,Business Services
BLVDU,Boulevard Acquisition Corp. II,Finance,Business Services
BLVDW,Boulevard Acquisition Corp. II,Finance,Business Services
BMRC,Bank of Marin Bancorp,Finance,Major Banks
BMTC,Bryn Mawr Bank Corporation,Finance,Major Banks
BNCL,"Beneficial Bancorp, Inc.",Finance,Savings Institutions
BNCN,BNC Bancorp,Finance,Major Banks
BOCH,Bank of Commerce Holdings (CA),Finance,Major Banks
BOFI,"BofI Holding, Inc.",Finance,Savings Institutions
BOFIL,"BofI Holding, Inc.",Finance,Savings Institutions
BOKF,BOK Financial Corporation,Finance,Major Banks
BOKFL,BOK Financial Corporation,Finance,Major Banks
BOTJ,"Bank of the James Financial Group, Inc.",Finance,Major Banks
BPFH,"Boston Private Financial Holdings, Inc.",Finance,Major Banks
BPFHP,"Boston Private Financial Holdings, Inc.",Finance,Major Banks
BPFHW,"Boston Private Financial Holdings, Inc.",Finance,Major Banks
BPOP,"Popular, Inc.",Finance,Major Banks
BPOPM,"Popular, Inc.",Finance,Major Banks
BPOPN,"Popular, Inc.",Finance,Major Banks
BRKL,"Brookline Bancorp, Inc.",Finance,Savings Institutions
BSF,"Bear State Financial, Inc.",Finance,Major Banks
BSRR,Sierra Bancorp,Finance,Major Banks
BUSE,First Busey Corporation,Finance,Major Banks
BWFG,"Bankwell Financial Group, Inc.",Finance,Major Banks
BWINA,"Baldwin & Lyons, Inc.",Finance,Property-Casualty Insurers
BWINB,"Baldwin & Lyons, Inc.",Finance,Property-Casualty Insurers
BYBK,"Bay Bancorp, Inc.",Finance,Major Banks
BYFC,Broadway Financial Corporation,Finance,Savings Institutions
CAC,Camden National Corporation,Finance,Major Banks
CACB,Cascade Bancorp,Finance,Major Banks
CACC,Credit Acceptance Corporation,Finance,Finance: Consumer Services
CARO,Carolina Financial Corporation,Finance,Major Banks
CART,"Carolina Trust BancShares, Inc.",Finance,Major Banks
CARV,"Carver Bancorp, Inc.",Finance,Savings Institutions
CASH,"Meta Financial Group, Inc.",Finance,Savings Institutions
CATY,Cathay General Bancorp,Finance,Major Banks
CATYW,Cathay General Bancorp,Finance,Major Banks
CBAN,"Colony Bankcorp, Inc.",Finance,Major Banks
CBF,Capital Bank Financial Corp.,Finance,Major Banks
CBFV,"CB Financial Services, Inc.",Finance,Major Banks
CBOE,"CBOE Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
CBSH,"Commerce Bancshares, Inc.",Finance,Major Banks
CBSHP,"Commerce Bancshares, Inc.",Finance,Major Banks
CCBG,Capital City Bank Group,Finance,Major Banks
CCCR,"China Commercial Credit, Inc.",Finance,Major Banks
CCN,CardConnect Corp.,Finance,Business Services
CCNE,CNB Financial Corporation,Finance,Major Banks
CFBK,Central Federal Corporation,Finance,Savings Institutions
CFCB,Centrue Financial Corporation,Finance,Major Banks
CFCO,CF Corporation,Finance,Business Services
CFCOU,CF Corporation,Finance,Business Services
CFCOW,CF Corporation,Finance,Business Services
CFFI,C&F Financial Corporation,Finance,Major Banks
CFFN,"Capitol Federal Financial, Inc.",Finance,Savings Institutions
CFNB,California First National Bancorp,Finance,Major Banks
CFNL,Cardinal Financial Corporation,Finance,Major Banks
CG,The Carlyle Group L.P.,Finance,Investment Managers
CHCO,City Holding Company,Finance,Major Banks
CHFC,Chemical Financial Corporation,Finance,Major Banks
CHFN,Charter Financial Corp.,Finance,Savings Institutions
CHMG,Chemung Financial Corp,Finance,Major Banks
CIGI,Colliers International Group Inc. ,Finance,Real Estate
CINF,Cincinnati Financial Corporation,Finance,Property-Casualty Insurers
CIVB,"Civista Bancshares, Inc. ",Finance,Major Banks
CIVBP,"Civista Bancshares, Inc. ",Finance,Major Banks
CIZN,Citizens Holding Company,Finance,Major Banks
CLAC,Capitol Acquisition Corp. III,Finance,Business Services
CLACU,Capitol Acquisition Corp. III,Finance,Business Services
CLACW,Capitol Acquisition Corp. III,Finance,Business Services
CLBH,Carolina Bank Holdings Inc.,Finance,Major Banks
CLDC,China Lending Corporation,Finance,Diversified Financial Services
CME,CME Group Inc.,Finance,Investment Bankers/Brokers/Service
CNBKA,"Century Bancorp, Inc.",Finance,Major Banks
CNFR,"Conifer Holdings, Inc.",Finance,Property-Casualty Insurers
CNOB,"ConnectOne Bancorp, Inc.",Finance,Major Banks
COBZ,CoBiz Financial Inc.,Finance,Major Banks
COLB,"Columbia Banking System, Inc.",Finance,Major Banks
COWN,"Cowen Group, Inc.",Finance,Investment Bankers/Brokers/Service
COWNL,"Cowen Group, Inc.",Finance,Investment Bankers/Brokers/Service
CPAA,Conyers Park Acquisition Corp.,Finance,Business Services
CPAAU,Conyers Park Acquisition Corp.,Finance,Business Services
CPAAW,Conyers Park Acquisition Corp.,Finance,Business Services
CPSS,"Consumer Portfolio Services, Inc.",Finance,Finance: Consumer Services
CRESY,Cresud S.A.C.I.F. y A.,Finance,Real Estate
CRVL,CorVel Corp.,Finance,Specialty Insurers
CSBK,Clifton Bancorp Inc.,Finance,Savings Institutions
CSFL,"CenterState Banks, Inc.",Finance,Major Banks
CSTR,"CapStar Financial Holdings, Inc.",Finance,Major Banks
CTBI,"Community Trust Bancorp, Inc.",Finance,Major Banks
CUNB,CU Bancorp (CA),Finance,Major Banks
CVBF,CVB Financial Corporation,Finance,Major Banks
CVCY,Central Valley Community Bancorp,Finance,Major Banks
CVLY,"Codorus Valley Bancorp, Inc",Finance,Savings Institutions
CWAY,"Coastway Bancorp, Inc.",Finance,Savings Institutions
CWBC,Community West Bancshares,Finance,Major Banks
CZFC,Citizens First Corporation,Finance,Major Banks
CZNC,Citizens & Northern Corp,Finance,Major Banks
CZWI,"Citizens Community Bancorp, Inc.",Finance,Savings Institutions
DCOM,"Dime Community Bancshares, Inc.",Finance,Savings Institutions
DFVL,iPath US Treasury 5-year Bull ETN,Finance,Commercial Banks
DFVS,iPath US Treasury 5-year Bear Exchange Traded Note,Finance,Commercial Banks
DGICA,"Donegal Group, Inc.",Finance,Property-Casualty Insurers
DGICB,"Donegal Group, Inc.",Finance,Property-Casualty Insurers
DGLD,VelocityShares 3x Inverse Gold ETN linked to S&P GSCI Gold Ind,Finance,Investment Bankers/Brokers/Service
DHIL,"Diamond Hill Investment Group, Inc.",Finance,Investment Managers
DLBL,iPath US Treasury Long Bond Bull ETN,Finance,Commercial Banks
DLBS,iPath US Treasury Long Bond Bear ETN,Finance,Commercial Banks
DNBF,DNB Financial Corp,Finance,Major Banks
DSLV,VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver,Finance,Investment Bankers/Brokers/Service
DTUL,iPath US Treasury 2-year Bull ETN,Finance,Commercial Banks
DTUS,iPath US Treasury 2-year Bear ETN,Finance,Commercial Banks
DTYL,iPath US Treasury 10-year Bull ETN,Finance,Commercial Banks
DTYS,iPath US Treasury 10-year Bear ETN,Finance,Commercial Banks
EAGL,Double Eagle Acquisition Corp.,Finance,Business Services
EAGLU,Double Eagle Acquisition Corp.,Finance,Business Services
EAGLW,Double Eagle Acquisition Corp.,Finance,Business Services
EBMT,"Eagle Bancorp Montana, Inc.",Finance,Major Banks
EBSB,"Meridian Bancorp, Inc.",Finance,Major Banks
EBTC,Enterprise Bancorp Inc,Finance,Major Banks
ECPG,Encore Capital Group Inc,Finance,Finance Companies
EEFT,"Euronet Worldwide, Inc.",Finance,Investment Bankers/Brokers/Service
EFSC,Enterprise Financial Services Corporation,Finance,Major Banks
EGBN,"Eagle Bancorp, Inc.",Finance,Major Banks
EHTH,"eHealth, Inc.",Finance,Specialty Insurers
ELEC,Electrum Special Acquisition Corporation,Finance,Business Services
ELECU,Electrum Special Acquisition Corporation,Finance,Business Services
ELECW,Electrum Special Acquisition Corporation,Finance,Business Services
EMCF,Emclaire Financial Corp,Finance,Major Banks
EMCI,EMC Insurance Group Inc.,Finance,Property-Casualty Insurers
ENFC,Entegra Financial Corp.,Finance,Banks
EQBK,"Equity Bancshares, Inc.",Finance,Major Banks
EQFN,Equitable Financial Corp.,Finance,Savings Institutions
ERIE,Erie Indemnity Company,Finance,Specialty Insurers
ESBK,Elmira Savings Bank NY (The),Finance,Major Banks
ESGR,Enstar Group Limited,Finance,Property-Casualty Insurers
ESSA,"ESSA Bancorp, Inc.",Finance,Banks
ESXB,Community Bankers Trust Corporation.,Finance,Major Banks
ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions
EVBS,"Eastern Virginia Bankshares, Inc.",Finance,Major Banks
EWBC,"East West Bancorp, Inc.",Finance,Major Banks
FANH,Fanhua Inc.,Finance,Specialty Insurers
FBIZ,"First Business Financial Services, Inc.",Finance,Major Banks
FBMS,"The First Bancshares, Inc.",Finance,Major Banks
FBNC,First Bancorp,Finance,Major Banks
FBNK,"First Connecticut Bancorp, Inc.",Finance,Banks
FBRC,FBR & Co,Finance,Investment Bankers/Brokers/Service
FBSS,"Fauquier Bankshares, Inc.",Finance,Major Banks
FCAP,"First Capital, Inc.",Finance,Savings Institutions
FCBC,"First Community Bancshares, Inc.",Finance,Major Banks
FCCO,First Community Corporation,Finance,Major Banks
FCCY,1st Constitution Bancorp (NJ),Finance,Savings Institutions
FCFP,"First Community Financial Partners, Inc.",Finance,Major Banks
FCNCA,"First Citizens BancShares, Inc.",Finance,Major Banks
FDEF,First Defiance Financial Corp.,Finance,Savings Institutions
FFBC,First Financial Bancorp.,Finance,Major Banks
FFBCW,First Financial Bancorp.,Finance,Major Banks
FFIC,Flushing Financial Corporation,Finance,Major Banks
FFIN,"First Financial Bankshares, Inc.",Finance,Major Banks
FFKT,Farmers Capital Bank Corporation,Finance,Major Banks
FFNW,"First Financial Northwest, Inc.",Finance,Major Banks
FFWM,First Foundation Inc.,Finance,Major Banks
FGBI,"First Guaranty Bancshares, Inc.",Finance,Savings Institutions
FHB,"First Hawaiian, Inc.",Finance,Major Banks
FIBK,"First Interstate BancSystem, Inc.",Finance,Major Banks
FISI,"Financial Institutions, Inc.",Finance,Major Banks
FITB,Fifth Third Bancorp,Finance,Major Banks
FITBI,Fifth Third Bancorp,Finance,Major Banks
FLAT,iPath US Treasury Flattener ETN,Finance,Commercial Banks
FLIC,The First of Long Island Corporation,Finance,Major Banks
FMBH,"First Mid-Illinois Bancshares, Inc.",Finance,Major Banks
FMBI,"First Midwest Bancorp, Inc.",Finance,Major Banks
FMNB,Farmers National Banc Corp.,Finance,Major Banks
FNBC,First NBC Bank Holding Company,Finance,Major Banks
FNGN,"Financial Engines, Inc.",Finance,Investment Managers
FNHC,Federated National Holding Company,Finance,Property-Casualty Insurers
FNLC,"First Bancorp, Inc (ME)",Finance,Major Banks
FNTEU,FinTech Acquisition Corp. II,Finance,Business Services
FNWB,First Northwest Bancorp,Finance,Banks
FRBK,"Republic First Bancorp, Inc.",Finance,Major Banks
FRME,First Merchants Corporation,Finance,Major Banks
FRPH,"FRP Holdings, Inc.",Finance,Real Estate
FSAM,Fifth Street Asset Management Inc.,Finance,Investment Managers
FSBC,"FSB Bancorp, Inc.",Finance,Savings Institutions
FSBK,First South Bancorp Inc,Finance,Major Banks
FSBW,"FS Bancorp, Inc.",Finance,Banks
FSFG,"First Savings Financial Group, Inc.",Finance,Savings Institutions
FSV,FirstService Corporation,Finance,Real Estate
FULT,Fulton Financial Corporation,Finance,Major Banks
FUNC,First United Corporation,Finance,Major Banks
FUSB,"First US Bancshares, Inc.",Finance,Major Banks
GABC,"German American Bancorp, Inc.",Finance,Major Banks
GBCI,"Glacier Bancorp, Inc.",Finance,Major Banks
GBLI,Global Indemnity Limited,Finance,Property-Casualty Insurers
GBLIZ,Global Indemnity Limited,Finance,Property-Casualty Insurers
GBNK,Guaranty Bancorp,Finance,Major Banks
GCBC,"Greene County Bancorp, Inc.",Finance,Banks
GFED,"Guaranty Federal Bancshares, Inc.",Finance,Major Banks
GGAL,Grupo Financiero Galicia S.A.,Finance,Commercial Banks
GLBR,"Global Brokerage, Inc.",Finance,Investment Bankers/Brokers/Service
GLBZ,Glen Burnie Bancorp,Finance,Major Banks
GLDI,Credit Suisse Gold Shares Covered Calls ETN,Finance,Investment Bankers/Brokers/Service
GLRE,"Greenlight Reinsurance, Ltd.",Finance,Property-Casualty Insurers
GNBC,"Green Bancorp, Inc.",Finance,Major Banks
GOV,Government Properties Income Trust,Finance,Real Estate
GOVNI,Government Properties Income Trust,Finance,Real Estate
GRIF,"Griffin Industrial Realty, Inc.",Finance,Real Estate
GROW,"U.S. Global Investors, Inc.",Finance,Investment Managers
GSBC,"Great Southern Bancorp, Inc.",Finance,Major Banks
GSHTU,"Gores Holdings II, Inc.",Finance,Business Services
GTWN,"Georgetown Bancorp, Inc.",Finance,Major Banks
GTYH,"GTY Technology Holdings, Inc.",Finance,Business Services
GTYHW,"GTY Technology Holdings, Inc.",Finance,Business Services
GWGH,"GWG Holdings, Inc",Finance,Life Insurance
HAFC,Hanmi Financial Corporation,Finance,Major Banks
HALL,"Hallmark Financial Services, Inc.",Finance,Property-Casualty Insurers
HAWK,"Blackhawk Network Holdings, Inc.",Finance,Finance: Consumer Services
HBAN,Huntington Bancshares Incorporated,Finance,Major Banks
HBANN,Huntington Bancshares Incorporated,Finance,Major Banks
HBANO,Huntington Bancshares Incorporated,Finance,Major Banks
HBANP,Huntington Bancshares Incorporated,Finance,Major Banks
HBCP,"Home Bancorp, Inc.",Finance,Banks
HBHC,Hancock Holding Company,Finance,Major Banks
HBHCL,Hancock Holding Company,Finance,Major Banks
HBK,"Hamilton Bancorp, Inc.",Finance,Savings Institutions
HBMD,"Howard Bancorp, Inc.",Finance,Major Banks
HBNC,Horizon Bancorp (IN),Finance,Major Banks
HEOP,Heritage Oaks Bancorp,Finance,Major Banks
HFBC,"HopFed Bancorp, Inc.",Finance,Major Banks
HFBL,"Home Federal Bancorp, Inc. of Louisiana",Finance,Savings Institutions
HFWA,Heritage Financial Corporation,Finance,Banks
HGSH,"China HGS Real Estate, Inc.",Finance,Real Estate
HIIQ,"Health Insurance Innovations, Inc.",Finance,Specialty Insurers
HMNF,"HMN Financial, Inc.",Finance,Savings Institutions
HMST,"HomeStreet, Inc.",Finance,Major Banks
HMTA,HomeTown Bankshares Corporation,Finance,Major Banks
HNNA,"Hennessy Advisors, Inc.",Finance,Investment Managers
HOMB,"Home BancShares, Inc.",Finance,Major Banks
HONE,"HarborOne Bancorp, Inc.",Finance,Major Banks
HOPE,"Hope Bancorp, Inc.",Finance,Major Banks
HRMN,Harmony Merger Corp.,Finance,Business Services
HRMNU,Harmony Merger Corp.,Finance,Business Services
HRMNW,Harmony Merger Corp.,Finance,Business Services
HTBI,"HomeTrust Bancshares, Inc.",Finance,Savings Institutions
HTBK,Heritage Commerce Corp,Finance,Major Banks
HTLF,"Heartland Financial USA, Inc.",Finance,Major Banks
HUNT,Hunter Maritime Acquisition Corp.,Finance,Business Services
HUNTU,Hunter Maritime Acquisition Corp.,Finance,Business Services
HUNTW,Hunter Maritime Acquisition Corp.,Finance,Business Services
HVBC,"HV Bancorp, Inc.",Finance,Major Banks
HWBK,"Hawthorn Bancshares, Inc.",Finance,Major Banks
IBCP,Independent Bank Corporation,Finance,Major Banks
IBKC,IBERIABANK Corporation,Finance,Major Banks
IBKCO,IBERIABANK Corporation,Finance,Major Banks
IBKCP,IBERIABANK Corporation,Finance,Major Banks
IBKR,"Interactive Brokers Group, Inc.",Finance,Investment Bankers/Brokers/Service
IBOC,International Bancshares Corporation,Finance,Major Banks
IBTX,"Independent Bank Group, Inc",Finance,Major Banks
ICBK,"County Bancorp, Inc.",Finance,Major Banks
ILG,"ILG, Inc",Finance,Real Estate
INBK,First Internet Bancorp,Finance,Major Banks
INBKL,First Internet Bancorp,Finance,Major Banks
INDB,Independent Bank Corp.,Finance,Major Banks
INTL,INTL FCStone Inc.,Finance,Investment Bankers/Brokers/Service
IPCC,Infinity Property and Casualty Corporation,Finance,Property-Casualty Insurers
IROQ,"IF Bancorp, Inc.",Finance,Savings Institutions
ISBC,"Investors Bancorp, Inc.",Finance,Major Banks
ISM,Navient Corporation,Finance,Finance: Consumer Services
ISTR,Investar Holding Corporation,Finance,Major Banks
ITIC,Investors Title Company,Finance,Specialty Insurers
